,AA,AR,AN,AD,AC,AQ,AE,AG,AH,AI,AL,AK,AM,AF,AP,AS,AT,AW,AY,AV,RA,RR,RN,RD,RC,RQ,RE,RG,RH,RI,RL,RK,RM,RF,RP,RS,RT,RW,RY,RV,NA,NR,NN,ND,NC,NQ,NE,NG,NH,NI,NL,NK,NM,NF,NP,NS,NT,NW,NY,NV,DA,DR,DN,DD,DC,DQ,DE,DG,DH,DI,DL,DK,DM,DF,DP,DS,DT,DW,DY,DV,CA,CR,CN,CD,CC,CQ,CE,CG,CH,CI,CL,CK,CM,CF,CP,CS,CT,CW,CY,CV,QA,QR,QN,QD,QC,QQ,QE,QG,QH,QI,QL,QK,QM,QF,QP,QS,QT,QW,QY,QV,EA,ER,EN,ED,EC,EQ,EE,EG,EH,EI,EL,EK,EM,EF,EP,ES,ET,EW,EY,EV,GA,GR,GN,GD,GC,GQ,GE,GG,GH,GI,GL,GK,GM,GF,GP,GS,GT,GW,GY,GV,HA,HR,HN,HD,HC,HQ,HE,HG,HH,HI,HL,HK,HM,HF,HP,HS,HT,HW,HY,HV,IA,IR,IN,ID,IC,IQ,IE,IG,IH,II,IL,IK,IM,IF,IP,IS,IT,IW,IY,IV,LA,LR,LN,LD,LC,LQ,LE,LG,LH,LI,LL,LK,LM,LF,LP,LS,LT,LW,LY,LV,KA,KR,KN,KD,KC,KQ,KE,KG,KH,KI,KL,KK,KM,KF,KP,KS,KT,KW,KY,KV,MA,MR,MN,MD,MC,MQ,ME,MG,MH,MI,ML,MK,MM,MF,MP,MS,MT,MW,MY,MV,FA,FR,FN,FD,FC,FQ,FE,FG,FH,FI,FL,FK,FM,FF,FP,FS,FT,FW,FY,FV,PA,PR,PN,PD,PC,PQ,PE,PG,PH,PI,PL,PK,PM,PF,PP,PS,PT,PW,PY,PV,SA,SR,SN,SD,SC,SQ,SE,SG,SH,SI,SL,SK,SM,SF,SP,SS,ST,SW,SY,SV,TA,TR,TN,TD,TC,TQ,TE,TG,TH,TI,TL,TK,TM,TF,TP,TS,TT,TW,TY,TV,WA,WR,WN,WD,WC,WQ,WE,WG,WH,WI,WL,WK,WM,WF,WP,WS,WT,WW,WY,WV,YA,YR,YN,YD,YC,YQ,YE,YG,YH,YI,YL,YK,YM,YF,YP,YS,YT,YW,YY,YV,VA,VR,VN,VD,VC,VQ,VE,VG,VH,VI,VL,VK,VM,VF,VP,VS,VT,VW,VY,VV
z_scores,-0.13,0.43,0.28,0.12,0.0,0.08,0.26,-0.07,0.34,-0.22,-0.01,0.14,0.25,0.03,0.1,-0.06,-0.09,-0.09,0.09,-0.1,0.43,0.11,-0.14,-0.72,0.24,-0.52,-0.74,-0.04,-0.12,0.42,0.35,0.75,0.31,0.41,-0.38,0.17,-0.35,-0.16,-0.25,0.3,0.28,-0.14,-0.53,-0.3,0.13,-0.25,-0.32,-0.14,-0.24,0.53,0.3,-0.33,0.08,0.18,-0.18,-0.14,-0.11,0.06,-0.2,0.5,0.12,-0.72,-0.3,0.04,0.03,-0.17,-0.15,-0.22,-0.39,0.59,0.67,-0.76,0.65,0.39,0.04,-0.31,-0.29,0.24,0.0,0.58,0.0,0.24,0.13,0.03,-1.06,0.05,0.69,-0.08,-0.19,0.16,-0.08,0.71,0.19,-0.23,0.0,-0.02,0.19,0.08,0.04,0.06,0.08,-0.52,-0.25,-0.17,0.05,0.29,-0.17,-0.06,-0.02,0.36,0.26,-0.38,0.46,-0.29,-0.42,-0.14,-0.14,0.08,-0.2,0.24,0.26,-0.74,-0.32,-0.15,0.69,-0.17,-0.03,0.25,-0.45,0.35,0.43,-0.97,0.44,0.27,-0.1,-0.26,0.0,0.29,-0.1,0.34,-0.07,-0.04,-0.14,-0.22,-0.08,-0.06,0.25,-0.38,0.2,0.25,0.23,0.11,0.19,-0.38,-0.11,-0.16,-0.26,0.18,0.14,0.16,0.34,-0.12,-0.24,-0.39,-0.19,-0.02,-0.45,0.2,-0.29,0.49,0.16,0.22,0.99,-0.16,-0.21,-0.05,-0.19,-0.12,-0.34,0.19,-0.22,0.42,0.53,0.59,0.16,0.36,0.35,0.25,0.49,-0.22,-0.41,0.36,-0.28,-0.19,0.25,0.21,0.14,0.02,0.11,-0.25,-0.01,0.35,0.3,0.67,-0.08,0.26,0.43,0.23,0.16,-0.41,-0.27,0.19,-0.2,-0.3,0.42,0.25,0.2,-0.09,0.24,-0.29,0.14,0.75,-0.33,-0.76,0.71,-0.38,-0.97,0.11,0.22,0.36,0.19,0.25,0.0,0.44,0.11,-0.13,-0.09,0.22,-0.21,0.44,0.25,0.31,0.08,0.65,0.19,0.46,0.44,0.19,0.99,-0.28,-0.2,0.0,0.04,-0.42,-0.34,0.14,0.19,-0.67,-0.13,-0.14,0.03,0.41,0.18,0.39,-0.23,-0.29,0.27,-0.38,-0.16,-0.19,-0.3,0.44,-0.42,-0.44,0.2,0.29,0.31,-0.16,0.0,-0.22,0.1,-0.38,-0.18,0.04,0.0,-0.42,-0.1,-0.11,-0.21,0.25,0.42,0.11,-0.34,0.2,0.26,0.01,-0.07,-0.28,-0.33,0.09,-0.06,0.17,-0.14,-0.31,-0.02,-0.14,-0.26,-0.16,-0.05,0.21,0.25,-0.13,0.14,0.29,0.01,-0.2,-0.08,0.34,0.09,0.18,-0.09,-0.35,-0.11,-0.29,0.19,-0.14,0.0,-0.26,-0.19,0.14,0.2,-0.09,0.19,0.31,-0.07,-0.08,0.03,0.22,0.13,0.25,-0.09,-0.16,0.06,0.24,0.08,0.08,0.29,0.18,-0.12,0.02,-0.09,0.22,-0.67,-0.16,-0.28,0.34,0.22,-0.12,-0.04,-0.07,0.09,-0.25,-0.2,0.0,0.04,-0.2,-0.1,0.14,-0.34,0.11,0.24,-0.21,-0.13,0.0,-0.33,0.09,0.13,-0.04,0.06,0.02,-0.1,0.3,0.5,0.58,0.06,0.24,0.34,0.16,0.19,-0.25,-0.29,0.44,-0.14,-0.22,0.09,0.18,0.25,-0.07,0.02,-0.29
